タイムスタンプ,メールアドレス,第1問　優勝者と思う演奏者を選択してください。,第2問　優勝者と思う演奏者を選択してください。,第3問　優勝者と思う演奏者を選択してください。,第4問　優勝者と思う演奏者を選択してください。,第5問　優勝者と思う演奏者を選択してください。,第6問　優勝者と思う演奏者を選択してください。,第7問　優勝者と思う演奏者を選択してください。,第8問　優勝者と思う演奏者を選択してください。,第9問　優勝者と思う演奏者を選択してください。,第10問　優勝者と思う演奏者を選択してください。,第11問　優勝者と思う演奏者を選択してください。,第12問　優勝者と思う演奏者を選択してください。,第13問　優勝者と思う演奏者を選択してください。,第14問　優勝者と思う演奏者を選択してください。,第15問　優勝者と思う演奏者を選択してください。,第16問　優勝者と思う演奏者を選択してください。,第17問　優勝者と思う演奏者を選択してください。,第18問　優勝者と思う演奏者を選択してください。,第19問　優勝者と思う演奏者を選択してください。,第20問　優勝者と思う演奏者を選択してください。,第21問　優勝者と思う演奏者を選択してください。,第22問　優勝者と思う演奏者を選択してください。,第23問　優勝者と思う演奏者を選択してください。,第24問　優勝者と思う演奏者を選択してください。,第25問　優勝者と思う演奏者を選択してください。,第26問　優勝者と思う演奏者を選択してください。,第27問　優勝者と思う演奏者を選択してください。,第28問　優勝者と思う演奏者を選択してください。,第29問　優勝者と思う演奏者を選択してください。,第30問　優勝者と思う演奏者を選択してください。,第31問　優勝者と思う演奏者を選択してください。,第32問　優勝者と思う演奏者を選択してください。,第33問　優勝者と思う演奏者を選択してください。,第34問　優勝者と思う演奏者を選択してください。,第35問　優勝者と思う演奏者を選択してください。,第36問　優勝者と思う演奏者を選択してください。,第37問　優勝者と思う演奏者を選択してください。,第38問　優勝者と思う演奏者を選択してください。,第39問　優勝者と思う演奏者を選択してください。,第40問　優勝者と思う演奏者を選択してください。,第41問　優勝者と思う演奏者を選択してください。,第42問　優勝者と思う演奏者を選択してください。,第43問　優勝者と思う演奏者を選択してください。,第44問　優勝者と思う演奏者を選択してください。,第45問　優勝者と思う演奏者を選択してください。,第46問　優勝者と思う演奏者を選択してください。,第47問　優勝者と思う演奏者を選択してください。,第48問　優勝者と思う演奏者を選択してください。,第49問　優勝者と思う演奏者を選択してください。,第50問　優勝者と思う演奏者を選択してください。,上記に表示された文字列を貼り付けてください（141文字）。,データの利用,データ利用不可の理由,注意点,,
6/8/2022 19:46:15,,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,39b27a44b32a5a46a38b20a11a8b31a40a1a7a50a12a10a25a22b47b4b16b29a48a30a26b18a14b37a3a33a15a35b34b36b24b23a45b2b21b28b9b13b42b19a41a17b6b43b49a,,,,,
6/8/2022 22:32:17,,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,13b11a50b36a12b33a24b30a20b15a41a16b5a3b21b48a22a34b40b9b8a7b38b10a2b26a43a47b18a14a4b28b42b17a32a35a27b49a29a6b45a44a19b31b23a1b37a46a39a25b,,,Task2のdataなし,,
6/9/2022 1:14:25,,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,46a29a40a3a16b10b17a23a5b28a11a22b20a27b31a37a9b36b43b14a1a41b4a7b24a26a13b49a45b34b32b12b48b50b30a38b18b2b47a6a25a33b42b8b15b21b44a39b19a35b,,,,,
6/10/2022 18:52:31,,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,36a15b42b19a32b35b27a50b7b46a38b17a24a37b11a26b13a12a29b5a28a21a45b25a49a10b20b48a30a44b3b41a40a18a31b16b14b39b47a23b9a33b4b8b34b6b22b43b1b2a,不可,15と同一人物,,,
6/10/2022 19:11:29,,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,1a15a25b12a16b6b39b4b5b44a29b11a26b8a9b35b45b31a33a47a37b46b36b43b13a22a49a10b48a19a27a3b40b28a20a7b41b21a30a34b32b24b18b17b14b42a2b50b38b23a,,,,,
6/10/2022 20:56:35,,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,44a20a11b46b3b21b45a8a31b9a30a36a40a16a6a10a22b13a38b37b5a19a29a4a12b27b41b23a18b1a48a35a24a42a43b28a39a49a2b15b25a32a17a50b34b7a14b26b47a33b,,,,,
6/11/2022 1:07:20,,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,50a16a37a13a5a24b8b1a3b40b7a27b21b22a43a49a30b25b32a29a34b20b6a23a33a31b12b4b11a44b45b41a26a14a28a18b46b15a39a9b38a19b10b17b2b36a48a35a42a47a,,,,,
6/11/2022 22:06:02,,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,31b20b24a1b28b44b30a48b29a3b19b33b12a16b5a17b47b27a10b23a15a11a36b14a22b6b43b34b2b50b39a38a13b46a35b37a21b26b7a18a45b9b4a49b41b8a32a42b25b40b,,,,,
6/12/2022 11:14:50,,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,33b8b37b3b15b20b24b2a48b14b21b1a40b31b36b23b27b28b4a7b38a13b10a9a12a39a19b16b46a35a44a41a42b18b50b17b25a47a11a34b29a5b26b43b6b30b22b32b45b49a,,,,,
6/12/2022 22:06:29,,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,21a23b9a46a31a18b39b12a40a41a11a14a3b4b29b50b48a34a15a33b28a42b47b6b13a38a43a37a44a35a27a30a19b7a16a26a2b36b22b8b1a20a17a24a10a25a32b5b49a45a,,,,,
6/13/2022 1:44:19,,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,32b21b44a24b8a12b13b37b48b1b2a42a30b26b10a4a45b23b25b11b47a36a43b17b39b27b33b34a29a49b40a46a20a35b41b16b5a50b6a18a14b7a9b38a28b15a31a19a3a22b,不可,97と同一人物,,,
6/13/2022 1:57:29,,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,39a9a12b30a19b47a21b7b16a25b32b13a38a17b29b40b41a8a14a27b43b20a28b2a33a46a50b36a3a1b34a44b37a4b5b35a42a23a10b48b11a6b31a24b45b49b15b18b22a26b,,,Task2の実施時間4分 / Task1でも動画を視聴していない可能性あり,,
6/13/2022 14:57:06,,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,44b5a25b11a22a36a4b37b21a13b38b48a39a40a46b34a8a2a3b19b12a7b43b30b23b26a42a18a17b27a6a49b41a10b35a28a33a32a47b50b15a14b1b29a9a16a45a20a24b31b,,,Task2の実施時間4分 / Task1でも動画を視聴していない可能性あり,,
6/13/2022 16:32:42,,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,46a43b6b32b33a7a18b4b39b31a25b3b48b24b5b37a49b27b40a17b41a21a23a11b35b2a22b30a12b47a42b13b28a9b36b14b45a29a44b20b10b1b26b19b8b38b34b50a15b16b,,,,,
6/14/2022 3:06:27,,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,10a20a29b9b8b38b13a1b14b19a24a47b40b41a12a49a31b32b21a11b27a50b7a43a15a3a37a28a46a25a4a33b36b26a44a22a30b34b45a2a5a35a39a17a16a23a48b42b6b18a,,,,,
6/15/2022 0:20:15,,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,9b36a13a49b19b2b28a15b30b44b47b46a14b26b40b17b5b6b11b18a4b7b41a12b32a37a38b1b48a29b35a3b16b22b39a33b43a45a8a21b25a27b20a50a23a42b10a31b24b34a,,,,,
6/15/2022 16:22:02,,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,20a43b35b1b32b48b12b42b36a2a3b9b8a41a38a49b7a24a27b19a34a18a47b21a4b10a44a40b15b17b46a26a33b50a28b29b11b25b23a16b31a22b14b13a6b37a45a39a30b5a,,,,,
6/16/2022 15:19:09,,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,20b46a13b19b17b37a14a34a10a40b1b49a6b22b27b3b48b21a8a44b15b28b50a29b26a5b39a2b18b30a47b16a9a42b33b25a7a31b45b4b32a11b24a38a41b36a12a23b43b35b,,,,,
6/16/2022 17:55:25,,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,8a25a12b43a23a11a16b10b5b9a15b47a49a33a27a48b32a44b37a40b21b14a46a34b29b17b18a41b36b3b7a26b19b6b39a2a28a42b22b50b1a38b31b30a4b35b45b24b20b13b,,,,,
6/16/2022 19:59:27,,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,48b35a11a18a38a1a15b8a26a41b39a10a33a29b20a2a43a46b9b27b47b23b14a44b50a19a5b36b24a25b32a3a49a13b40b17a12a34b4a16b45b31a22a7a42b30b28b21a37a6b,,,,,
6/16/2022 21:56:08,,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,33b22a3a42a50a6a48b47a27b13a12b20a45a32b31a11a4b23a26b1a18a37b14a25b9a21b17a49a5b2b16a15a46b44b30b38b39b34a7b40b19b29a24a28a43b8a41a10b35a36a,,,,,
6/18/2022 0:15:49,,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,17b19a36a6b1b2b47b34a30b11a49a28a46b50a42a40b31a3b18b15b41a14b20a37b10a22a44b4a48b16b25b21a26b5b39b13a8a45a35b27a33a24b23b38b7b12a29a9b43b32a,,,,,
6/18/2022 18:35:43,,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,47b4a39b23a15b40a43b30a46b22b13a41a14a2b45b26a37a18b35b28a20a27a38a44a36b3a12a19a16a33b1a7a49a25a8a24a5b48a50a9a17a31a34b10b42b32b29a21b11a6b,,,Task2のdataなし,,
6/19/2022 20:26:35,,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,二人目の演奏,一人目の演奏,二人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,一人目の演奏,二人目の演奏,17a21b25a14b37a48b50a26b30b29a9a35b24b39b32a12b6b47a40a41b31b11a22a7a27a8b16b38a10b4a34b28a3b13b46a1b44b36b18b5a43b49a45a42a23b15a19a20a2b33b,,,,,
